Scraped At,Top Section,Subcategory,Product Name,Brand (heuristic/listing),Price,Original Price,Discount,Rating (listing),Rating (detail),Reviews Count (listing),Reviews Count (detail),Target Audience,Availability,Seller,Product URL,Image URL (listing),Image URLs (detail),Short Description,Full Description,Breadcrumb,Page
2026-06-01 11:49:53,Accessories,(All),"Wooden Hanger for Clothes Hanging, Hangers for Wardrobe and Cupboard, 8 Hook Adjustable Clothes Hanger for Lingerie, Belt, Scarf, Tie, Garments and Accessories",Wooden,Rs. 166,Rs. 499,67% Off,(604),4.1,604,0,Male,In Stock,,https://www.snapdeal.com/product/wooden-hanger-for-clothes-hanging/637808540443,https://g.sdlcdn.com/imgs/l/b/b/Wooden-Hanger-for-Clothes-Hanging-SDL293907300-1-160fe.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/l/b/b/Wooden-Hanger-for-Clothes-Hanging-SDL293907300-1-160fe.jpg, https://g.sdlcdn.com/imgs/l/b/b/Wooden-Hanger-for-Clothes-Hanging-SDL293907300-2-62bf5.jpg, https://g.sdlcdn.com/imgs/l/b/b/Wooden-Hanger-for-Clothes-Hanging-SDL293907300-3-2cf97.jpg, https://g.sdlcdn.com/imgs/l/b/b/Wooden-Hanger-for-Clothes-Hanging-SDL293907300-4-c1734.jpg, https://g.sdlcdn.com/imgs/l/b/b/Wooden-Hanger-for-Clothes-Hanging-SDL293907300-5-e110e.jpg",,"Radhe Creation
Type:Standard Clothes Hangers
Material:Stainless Steel
Feature:Anti-Slip
Color:Brown
Pack:Pack of 1
Coating:Coated
Model Name/Number:Wooden Tie & Belt Hanger Organizer
Product colour might slightly vary due to photographic lighting sources or your monitor settings.
SUPC: SDL293907300",,1
2026-06-01 11:49:57,Accessories,(All),"GEGE BEAR Pink Washable Beauty Blender Set with Headband and Wrist Bands, Soft SPA Accessories (Pack of 20)",GEGE,Rs. 262,Rs. 899,71% Off,(8),4.8,8,0,Unspecified,In Stock,,https://www.snapdeal.com/product/gege-bear-gege-bear-face/619566748613,https://g.sdlcdn.com/imgs/l/a/z/GEGE-BEAR-GEGE-BEAR-Face-SDL491711069-1-a68e1.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/l/a/z/GEGE-BEAR-GEGE-BEAR-Face-SDL491711069-1-a68e1.jpg, https://g.sdlcdn.com/imgs/l/a/z/GEGE-BEAR-GEGE-BEAR-Face-SDL491711069-2-b9de1.png, https://g.sdlcdn.com/imgs/l/a/z/GEGE-BEAR-GEGE-BEAR-Face-SDL491711069-3-f559d.png, https://g.sdlcdn.com/imgs/l/a/z/GEGE-BEAR-GEGE-BEAR-Face-SDL491711069-4-1d051.png, https://g.sdlcdn.com/imgs/l/a/z/GEGE-BEAR-GEGE-BEAR-Face-SDL491711069-5-97953.png",,"GEGE BEAR
Type:Face
Suitable For:Blending
Combo:20
Product Weight (g):10
BIS/ISI License number:NA
BIS/ISI required:NA
Batch Number:2TW-PK
Key Ingredients:Cotton and Resin
Cautions/Hazardous Ingredients:Null
Directions for Use:As per reuirement
Net Quantity (in gms/Kg/mL/L):10
Manufacturing Licence Number:GB-20T
SUPC: SDL491711069",,1
2026-06-01 11:50:02,Accessories,(All),Bolax Pack of 2 Cotton Men's Cap ( Black ),Bolax,Rs. 199,Rs. 499,60% Off,(320),3.8,320,0,Male,In Stock,,https://www.snapdeal.com/product/bolax-pack-of-2-cotton/645780178885,https://g.sdlcdn.com/imgs/k/3/e/Bolax-Pack-of-2-Cotton-SDL826747446-1-32027.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/3/e/Bolax-Pack-of-2-Cotton-SDL826747446-1-32027.jpg, https://g.sdlcdn.com/imgs/k/3/e/Bolax-Pack-of-2-Cotton-SDL826747446-2-51333.jpg, https://g.sdlcdn.com/imgs/k/3/e/Bolax-Pack-of-2-Cotton-SDL826747446-3-930b0.jpg, https://g.sdlcdn.com/imgs/k/3/e/Bolax-Pack-of-2-Cotton-SDL826747446-4-6aca0.jpg, https://g.sdlcdn.com/imgs/k/3/e/Bolax-Pack-of-2-Cotton-SDL826747446-5-31825.jpg",,"Bolax
Type:Cap
Material:Cotton
Pattern:Solid
Color:Black
Adjustable:Yes
Season:Summer
Style:Baseball Cap
Removable Visor:No
Reversible:No
Pack:Pack of 2
SUPC: SDL826747446",,1
2026-06-01 11:50:06,Accessories,(All),Kastner PU Girls Cinch Belt ( Pack of 1 ),Kastner,Rs. 154,Rs. 599,74% Off,(24),4.2,24,0,Female,In Stock,,https://www.snapdeal.com/product/kastner-pu-girls-skinny-belt/5764608164838154071,https://g.sdlcdn.com/imgs/k/6/o/Kastner-PU-Girls-Cinch-Belt-SDL060240177-1-57c33.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/6/o/Kastner-PU-Girls-Cinch-Belt-SDL060240177-1-57c33.jpg, https://g.sdlcdn.com/imgs/k/6/o/Kastner-PU-Girls-Cinch-Belt-SDL060240177-2-dead3.jpg, https://g.sdlcdn.com/imgs/k/6/o/Kastner-PU-Girls-Cinch-Belt-SDL060240177-3-9c40d.jpg, https://g.sdlcdn.com/imgs/k/6/o/Kastner-PU-Girls-Cinch-Belt-SDL060240177-4-2f2cf.jpg",,"Kastner
Color:White
Material:PU
Type:Skinny Belt
Buckle Material:Steel
Reversible:No
Product Length (cm):40
Product Width (cm):1.3
Combo Product Colors:White
Gender:Girls
Key Features:Women and Girls Stylish Artificial Leather Belt
Shop By Occasion:Casual
Stretchable:No
Belt Finishing:Glossy
Pack:Pack of 1
BIS/ISI required:NA
BIS/ISI License number:NA
Style Code/Name:BT20_WHTGLD
SUPC: SDL060240177",,1
2026-06-01 11:50:11,Accessories,(All),Washing Machine detergent Tablet for Stain Remover Cleaner 24PCS,Washing,Rs. 163,Rs. 999,84% Off,(332),3.9,332,0,Unspecified,In Stock,,https://www.snapdeal.com/product/purple-dust-white-washing-machine/667702179447,https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-1-65ac6.jpeg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-1-65ac6.jpeg, https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-2-238e2.jpeg, https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-3-44e1a.jpeg, https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-4-a650c.jpeg, https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-5-5ef47.jpeg, https://g.sdlcdn.com/imgs/k/v/1/purple-dust-White-Washing-Machine-SDL410331387-6-b6b26.jpeg",,"purple dust
Material:Powder Coated
Type:Washing Machine Accessories
Product Weight (kg):0.15
Capacity (L):1
Product Dimension (LxBxH) cm:10*6*3
No. of Pieces:24
Pack:Pack of 6
Mounting Type:None
Colour:White
Box Contents:24
Warranty:Not Available
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL410331387",,1
2026-06-01 11:50:15,Accessories,(All),THRIFTKART - Pyrite Nazar Anklet for Women | Stylish Evil Eye Protection Anklet | Crystal Healing Jewelry | Perfect Gift for Women,THRIFTKART,Rs. 282,Rs. 999,72% Off,(41),4.5,41,0,Female,In Stock,,https://www.snapdeal.com/product/thriftkart-pyrite-nazar-anklet-for/647157535060,https://g.sdlcdn.com/imgs/l/e/q/THRIFTKART-Pyrite-Nazar-Anklet-for-SDL975569582-1-1b2ef.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/l/e/q/THRIFTKART-Pyrite-Nazar-Anklet-for-SDL975569582-1-1b2ef.jpg, https://g.sdlcdn.com/imgs/l/e/q/THRIFTKART-Pyrite-Nazar-Anklet-for-SDL975569582-2-19b0e.jpg, https://g.sdlcdn.com/imgs/l/e/q/THRIFTKART-Pyrite-Nazar-Anklet-for-SDL975569582-3-aa47a.jpg, https://g.sdlcdn.com/imgs/l/e/q/THRIFTKART-Pyrite-Nazar-Anklet-for-SDL975569582-4-22490.jpeg",,"Material:Non Metal
Type:Cufflinks
THRIFTKART
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code/Name:Pyrite Nazar Anklet
SUPC: SDL975569582",,1
2026-06-01 11:50:19,Accessories,(All),Kitchen tap extension (Pack of 1) with Tightening Clamp Assorted Colors,Kitchen,Rs. 140,Rs. 499,72% Off,(2959),4.1,2959,0,Unspecified,In Stock,,https://www.snapdeal.com/product/plastic-tap-dispenser-blue-colour/636228115488,https://g.sdlcdn.com/imgs/j/l/t/Plastic-Tap-Dispenser-Blue-colour-SDL882642595-1-3bb56.jpeg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/j/l/t/Plastic-Tap-Dispenser-Blue-colour-SDL882642595-1-3bb56.jpeg, https://g.sdlcdn.com/imgs/j/q/a/Kitchen_tap_extension_Pack_of_SDL221532411_3_b4104-49e10.jpg, https://g.sdlcdn.com/imgs/j/q/a/Kitchen_tap_extension_by_Trending_SDL221532411_2_e9a68-5d860.jpg, https://g.sdlcdn.com/imgs/j/q/a/Kitchen_tap_extension_Pack_of_SDL221532411_1_9d323-4532e.jpg, https://g.sdlcdn.com/imgs/j/q/a/Kitchen_tap_extension_by_Trending_SDL221532411_3_95f98-61b79.jpg, https://g.sdlcdn.com/imgs/j/q/a/Kitchen_tap_extension_Pack_of_SDL221532411_5_160c2-ae31d.jpg, https://g.sdlcdn.com/imgs/j/q/a/Kitchen_tap_extension_Pack_of_SDL221532411_4_20bc8-d6050.jpg",,"Type : Dispenser Tap
Model:faucet-1
Box Content:1x tap extension + 1x tigning clamp
SUPC: SDL882642595",,1
2026-06-01 11:50:22,Accessories,(All),BCD Pack of 4 Baby Girls Cotton Footies ( Multi ),BCD,Rs. 217,Rs. 699,69% Off,(103),4.4,103,0,Female,In Stock,,https://www.snapdeal.com/product/bcd-pack-of-4-baby/655418947370,https://g.sdlcdn.com/imgs/l/b/j/BCD-Pack-of-4-Baby-SDL309597697-1-62a02.jpeg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/l/b/j/BCD-Pack-of-4-Baby-SDL309597697-1-62a02.jpeg, https://g.sdlcdn.com/imgs/l/b/j/BCD-Pack-of-4-Baby-SDL309597697-6-2720b.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-3-c89fc.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-4-e2d32.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-5-71816.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-6-8c6a6.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-7-1d4de.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-8-dfcb6.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-9-b8286.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-10-412c4.png, https://g.sdlcdn.com/imgs/l/l/l/BCD-Pack-of-4-Baby-SDL309597697-11-b58be.png",,"BCD
Type:Footies
Material:Cotton
Color:Multi
Character:Barbie
Gender:Baby Girls
Pattern:Colorblock
Pattern or Print Type:Graphic
Pack:Pack of 4
Style Code/Name:frill socks 4 6-12 months
Product colour may slightly vary due to photographic lighting sources or your monitor settings
SUPC: SDL309597697",,1
2026-06-01 11:50:25,Accessories,(All),"THRIFTKART Black,Skin color Women's UV Protection Gloves ( Pack of 2 )",THRIFTKART,Rs. 181,Rs. 999,82% Off,(29),4.3,29,0,Female,In Stock,,https://www.snapdeal.com/product/thriftkart-blackskin-color-womens-uv/633736720771,https://g.sdlcdn.com/imgs/k/0/o/THRIFTKART-Black-Skin-color-Women-SDL002675369-1-5d0d9.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/0/o/THRIFTKART-Black-Skin-color-Women-SDL002675369-1-5d0d9.jpg, https://g.sdlcdn.com/imgs/k/0/o/THRIFTKART-Black-Skin-color-Women-SDL002675369-2-7a4e9.jpg, https://g.sdlcdn.com/imgs/k/0/o/THRIFTKART-Black-Skin-color-Women-SDL002675369-3-bc0b2.jpg, https://g.sdlcdn.com/imgs/k/0/o/THRIFTKART-Black-Skin-color-Women-SDL002675369-4-56ea2.jpg",,"Material:Polyester
Type:UV Protection Gloves
Color:Black,Skin color
THRIFTKART
Season:SS15
Pack:Pack of 2
Pattern:Solid
Shop By Occasion:Sports
Wash Care:Hand Wash,Dry Clean,Machine Wash
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code/Name:01
SUPC: SDL002675369",,1
2026-06-01 11:50:29,Accessories,(All),BAWALY 2 IN 1 GREEN VACUUM Accessories Vacuum Cleaner,BAWALY,Rs. 741,"Rs. 1,999",63% Off,(11),3.8,11,0,Unspecified,In Stock,,https://www.snapdeal.com/product/bawaly-2-in-1-green/628398746450,https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-1-5f37c.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-1-5f37c.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-2-421b5.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-3-72234.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-4-3ead5.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-5-04d54.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-6-7e4a5.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-7-69bfb.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-8-4ee1e.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-9-4e6d7.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-10-b4401.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-11-bfed1.jpg, https://g.sdlcdn.com/imgs/k/2/e/BAWALY-2-IN-1-GREEN-SDL917325168-12-8c475.jpg",,"Usage:Wet & Dry
Power Consumption (watt):5
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL917325168",,1
2026-06-01 11:50:32,Accessories,(All),Bhavyta Multi Color Cotton Women's Cap ( Pack of 1 ),Bhavyta,Rs. 279,Rs. 799,65% Off,(46),3.8,46,0,Female,In Stock,,https://www.snapdeal.com/product/bhavyta-multi-color-cotton-womens/632216133822,,"https://g.sdlcdn.com/imgs/l/d/a/Bhavyta-Multi-Color-Cotton-Women-SDL455055688-1-b837d.jpg, https://g.sdlcdn.com/imgs/l/d/a/Bhavyta-Multi-Color-Cotton-Women-SDL455055688-2-f0538.jpg, https://g.sdlcdn.com/imgs/l/d/a/Bhavyta-Multi-Color-Cotton-Women-SDL455055688-3-b9322.jpg, https://g.sdlcdn.com/imgs/l/d/a/Bhavyta-Multi-Color-Cotton-Women-SDL455055688-4-c1d09.jpg, https://g.sdlcdn.com/imgs/l/d/a/Bhavyta-Multi-Color-Cotton-Women-SDL455055688-5-100e9.jpg",,"Type:Cap
Material:Cotton
Bhavyta
Color:Multi Color
Pattern:Printed
Season:Winter
Style:Visor Cap
Pack:Pack of 1
Wash Care:Machine Wash
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL455055688",,1
2026-06-01 11:50:36,Accessories,(All),SnuggFit Best Sports Mens Cap Balaclava Biker Full Face Cover Bandana,SnuggFit,Rs. 165,Rs. 699,76% Off,(4387),3.9,4387,0,Male,In Stock,,https://www.snapdeal.com/product/best-sports-biker-face-cover/625002682244,,"https://g.sdlcdn.com/imgs/k/s/j/Best-Sports-Biker-Face-Cover-SDL099594274-1-a31d4.jpg, https://g.sdlcdn.com/imgs/k/w/l/SnapBalaclavaEdited-8bad8.jpg, https://g.sdlcdn.com/imgs/k/s/j/Best-Sports-Biker-Face-Cover-SDL099594274-2-02d4c.jpg, https://g.sdlcdn.com/imgs/k/s/j/Best-Sports-Biker-Face-Cover-SDL099594274-3-20eea.jpg, https://g.sdlcdn.com/imgs/k/s/j/Best-Sports-Biker-Face-Cover-SDL099594274-4-2da4e.jpg, https://g.sdlcdn.com/imgs/k/s/j/Best-Sports-Biker-Face-Cover-SDL099594274-5-766eb.jpg",,"Color:Gray
Pattern:Solid
Material:Polyester
Type:Face & Head Cover
Season:Summer
Adjustable:No
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:Sports Biker Balaclava Face Cover Bandana 6 in 1
SUPC: SDL099594274",,1
2026-06-01 11:50:40,Accessories,(All),Stitched PU Leather ATM Credit Debit Business ID memory Card Holder Wallet for Men & Women - Brown,Stitched,Rs. 165,Rs. 499,67% Off,(12369),4.0,12369,0,Female,In Stock,,https://www.snapdeal.com/product/stealodeal-dark-brown-business-luxury/632287014439,,"https://g.sdlcdn.com/imgs/k/k/a/Leathercardholder-e481e.jpg, https://g.sdlcdn.com/imgs/i/2/t/Stealodeal-Dark-Brown-Business-Luxury-SDL848391926-1-ec78d.jpeg, https://g.sdlcdn.com/imgs/i/2/t/Stealodeal-Dark-Brown-Business-Luxury-SDL848391926-2-c4f8a.jpeg, https://g.sdlcdn.com/imgs/i/2/t/Stealodeal-Dark-Brown-Business-Luxury-SDL848391926-3-26c99.jpeg, https://g.sdlcdn.com/imgs/i/2/t/Stealodeal-Dark-Brown-Business-Luxury-SDL848391926-4-c3b6c.jpeg, https://g.sdlcdn.com/imgs/i/2/t/Stealodeal-Dark-Brown-Business-Luxury-SDL848391926-5-283a7.jpeg",,"Generic
Model No:Full 6210-(Dark Cardholder
Body Color:Brown
Usage
SUPC: SDL848391926",,1
2026-06-01 11:50:43,Accessories,(All),Gold-Plated Wedding Chain for Men & Women | Stylish Traditional Jewellery for Marriage & Functions,Gold-Plated,Rs. 170,Rs. 799,79% Off,(35),4.1,35,0,Female,In Stock,,https://www.snapdeal.com/product/goldplated-wedding-chain-for-men/653576961223,,"https://g.sdlcdn.com/imgs/l/b/8/Gold-Plated-Wedding-Chain-for-SDL611823366-1-91d26.png, https://g.sdlcdn.com/imgs/l/b/8/Gold-Plated-Wedding-Chain-for-SDL611823366-2-5bad2.png, https://g.sdlcdn.com/imgs/l/b/8/Gold-Plated-Wedding-Chain-for-SDL611823366-3-f69d3.png, https://g.sdlcdn.com/imgs/l/l/9/Gold-Plated-Wedding-Chain-for-SDL611823366-4-efb89.jpeg",,"Oriyoway
Color:Gold
Material:Brass&Copper etc
Type:Necklace
Warranty:Not Available
Design:Necklace
Jewellery Care:None
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code:CH1223_A
SUPC: SDL611823366",,1
2026-06-01 11:50:47,Accessories,(All),Green plant indoor Natural Stones,Green,Rs. 64,Rs. 399,84% Off,(8),3.9,8,0,Unspecified,In Stock,,https://www.snapdeal.com/product/green-plant-indoor-natural-stones/646619399369,,"https://g.sdlcdn.com/imgs/k/z/o/Green-plant-indoor-Natural-Stones-SDL939410123-1-31600.png, https://g.sdlcdn.com/imgs/k/z/o/Green-plant-indoor-Natural-Stones-SDL939410123-2-b2d00.jpg, https://g.sdlcdn.com/imgs/k/z/o/Green-plant-indoor-Natural-Stones-SDL939410123-3-7bf0a.jpg, https://g.sdlcdn.com/imgs/k/z/o/Green-plant-indoor-Natural-Stones-SDL939410123-4-6b546.jpg, https://g.sdlcdn.com/imgs/k/z/o/Green-plant-indoor-Natural-Stones-SDL939410123-5-8aa9f.jpg",,"Green plant indoor
Series:Stone 475 Grams
Material:Natural
Type:Stones
Inclusive of:Decorative Gravel Stone 475 Grams
Decorative Gravel Stone 475 Grams
Product Length (in cm):6
Product Breadth (in cm):6
Product Height (in cm):6
Warranty:1 Month
Weight (in kg):0.475
Decorative Gravel Stone 475 Grams
Decorative Gravel Stone 475 Grams
Color:Brown
Ammonia Cycling:No
Bacterial Biofilm:No
Box Contents:475 Grams
Planted:No
Suitable For:Fresh Water
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:Gravelstone2003
SUPC: SDL939410123",,1
2026-06-01 11:50:51,Accessories,(All),LOVE OF FASHION Pink Cotton Women's Scarf ( Pack of 1 ),LOVE,Rs. 336,Rs. 999,66% Off,(15),3.7,15,0,Female,In Stock,,https://www.snapdeal.com/product/love-of-fashion-pink-cotton/631124456417,,"https://g.sdlcdn.com/imgs/k/8/6/LOVE-OF-FASHION-Pink-Cotton-SDL270498945-1-78c02.jpg, https://g.sdlcdn.com/imgs/k/8/6/LOVE-OF-FASHION-Pink-Cotton-SDL270498945-2-faf21.jpg, https://g.sdlcdn.com/imgs/k/8/6/LOVE-OF-FASHION-Pink-Cotton-SDL270498945-3-d7840.jpg, https://g.sdlcdn.com/imgs/k/8/6/LOVE-OF-FASHION-Pink-Cotton-SDL270498945-4-2708d.jpg",,"LOVE OF FASHION
Type:Scarf
Material:Cotton
Product Length (cm):100
Product Width (cm):150
Gender:Women's
Season:Summer,Winter,Spring,Autumn
Pack:Pack of 1
Pattern or Print Type:Striped
Shop By Occasion:Casual
Wash Care:Hand Wash,Dry Clean,Machine Wash
Color:Pink
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code/Name:PINK D
SUPC: SDL270498945",,1
2026-06-01 11:50:54,Accessories,(All),"Lorenz Watch,Wallets,Sunglasses Formal Gift Set",Lorenz,Rs. 472,"Rs. 2,499",81% Off,(30),4.2,30,0,Unspecified,In Stock,,https://www.snapdeal.com/product/lorenz-watchwalletssunglasses-formal-gift-set/659665937380,,"https://g.sdlcdn.com/imgs/l/n/2/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-1-26134.jpg, https://g.sdlcdn.com/imgs/l/n/2/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-2-a574f.jpg, https://g.sdlcdn.com/imgs/k/x/o/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-3-dafa7.jpg, https://g.sdlcdn.com/imgs/l/n/2/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-4-03d13.jpg, https://g.sdlcdn.com/imgs/k/x/o/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-4-85c87.jpg, https://g.sdlcdn.com/imgs/l/n/2/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-6-86b74.png, https://g.sdlcdn.com/imgs/l/n/2/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-7-293b7.png, https://g.sdlcdn.com/imgs/l/n/2/Lorenz-Watch-Wallets-Sunglasses-Formal-SDL998146566-8-cf22d.png",,"Lorenz
Type:Formal Gift Set
With Gift Box:Yes
Gift Set Contents:Watch,Wallets,Sunglasses
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code/Name:CM-1066SN-WL-BLK
SUPC: SDL998146566",,1
2026-06-01 11:50:58,Accessories,(All),"Guardian Bell Keychain with Evil Eye Yellow Finish Protection Bell, Lucky Spiritual Ghanti Keyring for Riders, Bike Keychain for Men & Women, Car Keys, Home Keys & Gifting Accessory",Guardian,Rs. 236,"Rs. 1,299",82% Off,(14),4.9,14,0,Female,In Stock,,https://www.snapdeal.com/product/giftzy-metal-keychain-pack-of/628049916308,,"https://g.sdlcdn.com/imgs/l/a/m/Giftzy-Metal-Keychain-Pack-of-SDL952537224-1-a2dc7.png, https://g.sdlcdn.com/imgs/l/a/m/Giftzy-Metal-Keychain-Pack-of-SDL952537224-2-8adbc.png, https://g.sdlcdn.com/imgs/l/a/m/Giftzy-Metal-Keychain-Pack-of-SDL952537224-3-2ec9a.png, https://g.sdlcdn.com/imgs/l/a/m/Giftzy-Metal-Keychain-Pack-of-SDL952537224-4-6fae1.png, https://g.sdlcdn.com/imgs/l/a/m/Giftzy-Metal-Keychain-Pack-of-SDL952537224-5-0eb57.png",,"Giftzy
Model No:Evil Eye bell keyring
Body Color:Yellow
No. of pieces:1
Battery:No
Ideal For:Unisex
Material:Metal
Types:Keychain
Product Height (cm):10
Product Length (cm):10
Product Weight (g):50
Product Width (cm):5
Pack:Pack of 1
Theme:Special Limited Edition
Warranty:6 Months
Warranty Description:6 Month warranty for manufacture defect only
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL952537224",,1
2026-06-01 11:51:02,Accessories,(All),SWASTICK Black Stainless Steel Storage Racks ( Pack of 2 ),SWASTICK,Rs. 266,"Rs. 1,199",78% Off,(29),3.6,29,0,Unspecified,In Stock,,https://www.snapdeal.com/product/swastick-black-stainless-steel-storage/644606612002,https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-1-01e7d.png?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-1-01e7d.png, https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-2-9d04f.png, https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-3-aed3d.png, https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-4-759e6.png, https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-5-859f0.png, https://g.sdlcdn.com/imgs/k/9/q/SWASTICK-Black-Stainless-Steel-Storage-SDL386445382-6-94f77.png",,"Type:Storage Racks
Material:Stainless Steel
Color:Black
No. Of Compartment:1
Assembly Instructions:NO
Weight Carrying Capacity (g):1000
Handling & Care Instructions:NO
Warranty:Not Available
Product Height (cm):8
Product Length (cm):25
Product Width (cm):8
Product Weight (g):300
Box Content:1
Key Features:Hooks Present
Pack:Pack of 2
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:4 HOOK 2 PCS
SUPC: SDL386445382",,1
